idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-1.8387969797225951,-1.842777465086284,149.99646744052495,0.03925275660290074,0.025136504761647062,-0.009950230791260353,-0.009629595778001092
1,-1.9841128184083712,-1.9830316631881053,159.99347841293132,0.037136247176826356,0.02390364175248175,-0.009120491043907313,-0.008799479543124456
2,-2.16917387916907,-2.157180680422252,169.9945385120412,0.0350131136152982,0.022726570755704237,-0.008229006350808515,-0.007888715051793841
3,-2.342138175208203,-2.31950510783475,179.99432663580262,0.032878557016174925,0.021405829383696263,-0.007326108204429601,-0.006974409124539654
4,-2.4919358744398727,-2.464726865328461,190.0056547486955,0.031012487546747673,0.020307277279431827,-0.006613423563075505,-0.006325101142936244
5,-2.6431656629529257,-2.6185196961965427,199.99682966874641,0.02934824177920474,0.019253131130069625,-0.0059388221476391855,-0.005641963460621541
6,-2.7805306956427156,-2.7623265732332167,209.9999632713227,0.027811345536016455,0.01831595855971514,-0.0053605093880428525,-0.005104585820680736
7,-2.875705063619228,-2.864337894926576,220.00125777065816,0.026491368897060934,0.01748809379820668,-0.004918259805088701,-0.004691308074781695
8,-2.959809742857348,-2.955483768681426,229.99081494391515,0.02514178684379569,0.016544861219242882,-0.0044100780115663,-0.004175526435721824
9,-3.050934252239546,-3.0500745689659388,240.0097704894269,0.02409887443196832,0.015795135286762452,-0.003996834535806859,-0.0038067132313049645
10,-3.123721186739126,-3.124494426421392,249.99867512857017,0.022979732830140757,0.015081723660193657,-0.003622917595860419,-0.0034557602373430623
11,-3.177915599341852,-3.17925927761846,260.00174426503185,0.0219691939254301,0.014451452401095896,-0.0033189302743264967,-0.0031537272104930963
12,-3.2410642185005836,-3.242318188211955,269.99240054923894,0.02115546863632478,0.013872149223254335,-0.003068758946452808,-0.002914162181338101
13,-3.3032987389811526,-3.304733526432531,279.9981218485996,0.02036057588395722,0.013364730955592308,-0.0028401740788711683,-0.0027039040523199106
